,braid,free_part,torsion_part,total_num_FP,total_num_TP
126,"[2, 2, 2, 2, -1, 2, 3, 3, -2]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2
127,"[3, -3, -1, -1, 1, 3, -1, 3, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
128,"[1, -2, 2, 1, 3, -1, -2, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
129,"[3, 2, -1, 1, 2, 1, 1, -1, -3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
130,"[-1, 1, 3, -2, -1, 2, 3, -2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
131,"[-2, -2, 2, 1, -3, 1, 3, 1, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
132,"[-3, -1, -1, -1, 2, -3, 3, 3, 1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
133,"[2, -3, 2, 1, -1, -3, -2, -2, -3]","{(-12, -5): 1, (-8, -4): 1, (-8, -3): 1, (-6, -2): 1, (-4, -2): 1, (-2, -1): 1, (-2, 0): 2, (0, 0): 2}","{(-10, -4): {2: 1}, (-6, -2): {2: 1}, (-4, -1): {2: 1}}",10,3
134,"[-1, 3, -1, 2, 3, -3, 3, 1, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
135,"[-1, 1, -1, 3, 2, 3, -2, -1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
136,"[1, -3, -2, 3, -1, 2, -3, 1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
137,"[3, 3, -3, 3, 3, -3, 1, 2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
138,"[-2, 3, 2, -3, 1, -2, 1, -3, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
139,"[-3, 3, -3, -1, -3, -1, -2, 3, 3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
140,"[-2, -2, -1, -2, 3, 1, -2, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
141,"[1, -1, -3, -3, -2, -1, 3, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
142,"[-1, -2, -3, -3, 3, -1, -2, 3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
143,"[2, 3, 3, 1, -1, -3, -1, -2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
144,"[-1, 2, 3, -1, 2, -2, -2, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
145,"[-1, -3, 2, -2, -1, 3, 3, -1, -1]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
146,"[2, 1, -1, 3, 2, 2, 2, 2, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2
147,"[-1, -2, -3, -1, 2, -3, -3, -1, 3]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",8,3
148,"[-3, -1, -1, -2, 1, 3, -1, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
149,"[2, 2, -2, -3, 1, 2, 3, 1, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
150,"[-1, -3, -1, 2, 3, -3, 2, -1, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
151,"[-3, 3, -2, -2, 2, -2, 2, 1, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
152,"[3, -2, 2, 3, 2, 3, 1, -3, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
153,"[1, -3, -2, -2, 3, 2, 1, -1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
154,"[-3, 1, -2, -1, -1, -1, -1, 2, -1]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
155,"[-2, -3, 2, 1, -2, 1, -1, 1, -3]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
156,"[3, 2, 3, 2, -3, -1, -2, 2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
157,"[1, -1, -1, -1, 1, -1, 1, 3, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
158,"[-3, -2, -3, 3, -2, 1, -1, -3, -2]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1
159,"[-2, 1, -2, -2, 3, -3, -3, 3, -2]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1
160,"[1, -1, -1, 1, -1, 2, 2, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
161,"[-1, 3, 1, 3, 1, 1, -2, -3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
162,"[2, 3, 3, 2, 2, 3, -1, -1, -1]","{(-5, -3): 1, (-1, -2): 1, (-1, -1): 1, (1, 0): 2, (3, 0): 2, (3, 1): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 2, (9, 4): 1, (13, 5): 1}","{(-3, -2): {2: 1}, (1, 0): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 2}, (11, 5): {2: 1}}",16,7
163,"[-3, -2, -3, 1, -3, -1, -2, -3, 2]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
164,"[-2, 2, -2, -3, -3, -2, -1, -2, 2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
165,"[-3, -2, -3, 2, -3, -2, 3, 1, -2]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",8,3
166,"[-2, -1, 2, -2, 3, -3, -2, -1, -2]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1
167,"[1, 2, -2, -3, 1, 1, -3, 3, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
168,"[-1, -3, -1, -1, -3, 2, -3, -2, 1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
169,"[-2, 3, -3, 3, 1, -2, 2, -1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
170,"[-1, 3, 1, 1, 3, 1, 3, 1, 2]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (11, 3): 2, (11, 4): 1, (13, 5): 1, (15, 5): 1, (17, 6): 1}","{(9, 3): {2: 2}, (13, 5): {2: 1}, (15, 6): {2: 1}}",10,4
171,"[-1, 3, 2, -1, 3, -1, 3, 3, -3]","{(-7, -3): 1, (-3, -2): 1, (-3, -1): 1, (-1, 0): 2, (1, 0): 2, (3, 1): 1, (3, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (5, 3): {2: 1}}",10,4
172,"[3, -1, 3, -2, -3, -1, 3, -3, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
173,"[-3, 1, 2, -2, -1, -1, 1, -3, 1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
174,"[2, -2, -1, -3, 3, -3, 3, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
175,"[-3, -2, 1, -3, 1, 2, -1, 1, -1]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
176,"[-2, -1, 1, -2, -1, 1, 3, 2, 3]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
177,"[-2, 2, 1, 1, 1, 2, 2, 2, 1]","{(4, 0): 1, (6, 0): 1, (8, 2): 2, (12, 3): 2, (12, 4): 2, (14, 4): 1, (14, 5): 1, (16, 5): 1, (16, 6): 1, (18, 6): 1, (20, 7): 1}","{(10, 3): {2: 2}, (14, 5): {2: 1}, (16, 6): {2: 1}, (18, 7): {2: 1}}",14,5
178,"[1, -2, -3, -1, -1, 2, -2, 2, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
179,"[-1, 3, -1, -3, 1, -2, 2, -1, 3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
180,"[-1, -2, 3, 1, 2, -3, 1, 3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
181,"[-2, 2, 3, -1, 3, 2, -3, -1, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
182,"[-1, 1, 1, -2, -2, 1, -3, -2, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
183,"[3, -3, -2, 3, 2, -3, -2, 3, -3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
184,"[-3, -1, -2, -3, 1, 1, 2, -3, 2]","{(-7, -3): 1, (-5, -2): 2, (-3, -2): 1, (-1, -1): 2, (-1, 0): 4, (1, 0): 4, (1, 1): 2, (3, 2): 1, (5, 2): 2, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 2}, (3, 2): {2: 2}, (5, 3): {2: 1}}",20,6
185,"[2, -1, 2, 1, -2, -2, -3, 1, 1]","{(-3, -1): 1, (-1, 0): 1, (1, 0): 2, (1, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1, (7, 4): 1, (11, 5): 1}","{(-1, 0): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}, (9, 5): {2: 1}}",10,4
186,"[-2, 3, -3, -2, -1, -3, -1, 1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
187,"[-3, -3, 1, -2, -2, 3, -3, 1, -2]","{(-13, -5): 1, (-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -3): 1, (-7, -2): 3, (-5, -2): 3, (-5, -1): 1, (-3, -1): 1, (-3, 0): 2, (-1, 0): 3, (-1, 1): 1, (3, 2): 1}","{(-11, -4): {2: 1}, (-9, -3): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}, (-3, 0): {2: 1}, (1, 2): {2: 1}}",20,6
188,"[1, 1, 3, -2, -3, -3, 2, -1, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
189,"[-1, -1, -3, -1, 3, 2, 1, 2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
190,"[2, 2, 2, -1, 2, 2, 3, -1, 3]","{(-1, -2): 1, (3, -1): 1, (3, 0): 4, (5, 0): 2, (5, 1): 1, (7, 1): 2, (7, 2): 5, (9, 2): 3, (9, 3): 2, (11, 3): 3, (11, 4): 3, (13, 4): 2, (13, 5): 1, (15, 5): 3, (15, 6): 1, (17, 6): 1, (19, 7): 1}","{(1, -1): {2: 1}, (5, 1): {2: 2}, (7, 2): {2: 1}, (9, 3): {2: 3}, (11, 4): {2: 2}, (13, 5): {2: 3}, (15, 6): {2: 1}, (17, 7): {2: 1}}",36,14
191,"[-2, 3, 3, -3, -2, 2, -3, -3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
192,"[3, 1, -1, 2, 2, -2, -2, 1, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
193,"[-2, 2, 2, 1, 1, 1, 3, -3, -1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
194,"[3, 1, -1, 1, -3, 3, 2, -3, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
195,"[-3, 3, 1, 1, -2, -3, -3, -2, -3]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2
196,"[-2, 3, -3, 1, -3, 1, -1, -3, 2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
197,"[1, -2, -2, -3, 2, -2, -3, 1, 1]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 3, (-3, -2): 2, (-1, -1): 1, (-1, 0): 3, (1, 0): 1, (3, 1): 2, (3, 2): 1, (7, 3): 1}","{(-3, -1): {2: 1}, (1, 1): {2: 2}, (5, 3): {2: 1}}",16,4
198,"[3, -1, 2, 3, 1, 2, -2, -3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
199,"[-3, 3, -3, -2, 3, 1, -1, -2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
200,"[2, -1, -2, 1, -3, 1, 3, 1, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
201,"[-2, 2, -2, -2, -3, -2, 1, 2, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
202,"[-3, -2, -2, 1, 2, 1, -3, 3, 3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
203,"[-3, 3, -1, 1, 3, 2, 1, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
204,"[-1, -1, -1, -3, 2, 1, -3, -2, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
205,"[-1, -3, 2, 1, -2, 2, -2, 2, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
206,"[-2, -3, -1, 2, 1, 2, -2, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
207,"[1, 2, -3, -2, 3, 3, -3, 2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
208,"[-3, 2, 2, 1, -2, -3, 2, -3, 2]","{(-7, -3): 1, (-5, -2): 2, (-3, -2): 1, (-1, -1): 2, (-1, 0): 4, (1, 0): 4, (1, 1): 2, (3, 2): 1, (5, 2): 2, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 2}, (3, 2): {2: 2}, (5, 3): {2: 1}}",20,6
209,"[-3, 2, -3, 3, -1, 1, -3, -2, -3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
210,"[3, 3, 3, 3, -3, -2, 3, -3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
211,"[-1, -2, 2, -1, 1, -1, -2, 1, 2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
212,"[-1, 2, 3, -1, 2, -1, 1, 2, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
213,"[-1, 3, 1, -3, 2, -2, 2, -3, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
214,"[1, 2, 2, 2, -2, -2, 3, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
215,"[-3, -1, 2, 2, -3, -2, 1, 2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
216,"[-1, -1, 3, -2, 3, -2, 2, 2, 2]","{(-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, 0): 1, (1, 0): 2, (1, 1): 1, (3, 2): 1, (5, 2): 2, (7, 4): 1, (9, 4): 1}","{(-1, 0): {2: 1}, (3, 2): {2: 1}}",12,2
217,"[2, 3, -1, -3, 3, 3, 2, -3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
218,"[-3, 1, 3, 1, 3, -3, -1, -2, -1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
219,"[-2, -1, -2, 1, 1, -2, -2, -1, -3]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",8,3
220,"[3, 2, 3, 3, -2, 1, 1, -2, -3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
221,"[3, 2, 1, 2, 3, 2, -3, -2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
222,"[1, -1, -3, -1, 1, -1, -1, -1, 2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
223,"[3, 2, 1, -1, -1, -3, 3, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
224,"[-2, -2, -2, 3, -3, -1, -2, 1, -1]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1
225,"[1, -2, 3, -1, 1, 3, 3, 3, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2
226,"[3, 3, -2, -1, -2, 1, -3, -1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
227,"[-2, 3, 3, -1, 2, -3, -2, 1, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
228,"[1, 3, 3, 2, -3, -2, -1, -1, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
229,"[-3, 3, 3, 2, -1, -3, 2, -1, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
230,"[-2, -1, 2, 1, 1, 2, -3, -1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
231,"[2, 2, 1, 3, 3, -1, -1, -2, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
232,"[3, -1, 1, 1, -3, -1, 3, 1, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
233,"[-3, 2, -1, 2, 1, -1, 1, 2, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
234,"[-3, -1, 3, 2, -1, -3, 3, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
235,"[2, -2, -1, -3, 3, 1, 1, 3, -1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
236,"[-1, -3, -1, -1, 3, 2, -3, 2, 2]","{(-7, -3): 1, (-3, -2): 1, (-3, -1): 1, (-1, 0): 2, (1, 0): 2, (3, 1): 1, (3, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (5, 3): {2: 1}}",10,4
237,"[-3, -3, -1, 2, -1, -1, -1, -1, -2]","{(-17, -6): 1, (-15, -6): 1, (-15, -5): 1, (-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -2): 1, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",12,2
238,"[2, 1, -3, -1, 2, -1, -1, 1, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
239,"[1, -1, -1, 3, 2, -3, -1, 3, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
240,"[-1, 3, -2, 3, 3, -2, 1, -1, 3]","{(-3, -2): 1, (1, -1): 1, (1, 0): 3, (3, 0): 3, (3, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 2}}",16,4
241,"[-1, -2, -1, -2, -2, 3, -2, -3, -1]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2
242,"[3, -1, 1, -3, -1, 3, -1, -1, 2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
243,"[3, 1, -1, -1, 1, 2, -1, -3, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
244,"[3, 2, -2, 1, -1, -2, -3, 1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
245,"[-1, -1, 2, -3, -2, -2, 2, -1, -1]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
246,"[-3, -2, -2, -3, -1, -3, 1, 2, -3]","{(-17, -6): 1, (-15, -6): 1, (-15, -5): 1, (-13, -5): 2, (-13, -4): 1, (-11, -5): 1, (-11, -4): 3, (-11, -3): 2, (-9, -4): 2, (-9, -3): 2, (-9, -2): 1, (-7, -2): 3, (-5, -2): 2, (-5, -1): 1, (-5, 0): 1, (-3, -1): 1, (-3, 0): 2, (-1, 0): 1}","{(-15, -5): {2: 1}, (-13, -5): {2: 1}, (-13, -4): {2: 1}, (-11, -4): {2: 1}, (-9, -2): {2: 2}, (-7, -2): {2: 2}, (-7, -1): {2: 1}, (-5, -1): {2: 1}}",28,10
247,"[-1, -2, 3, 1, 2, 3, -2, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
248,"[-3, -3, -1, -2, -1, -2, 1, -3, -3]","{(-17, -6): 1, (-15, -6): 1, (-15, -5): 1, (-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -2): 1, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",12,2
249,"[3, -2, -1, -3, -2, 2, -1, -2, 2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
250,"[-3, 1, 2, -1, -1, 1, 3, -1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
251,"[-1, 2, -3, 2, 1, 1, -1, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
252,"[-1, -1, -2, -1, 1, 3, -1, -3, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
253,"[2, -3, -3, 3, 1, -2, 3, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
254,"[2, 3, 2, -1, -1, 1, 1, -3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
255,"[-1, -2, 3, 2, -2, 1, -3, 2, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
256,"[-3, -3, -1, 3, -1, -2, -2, -3, -3]","{(-19, -7): 1, (-15, -6): 1, (-15, -5): 2, (-13, -4): 1, (-11, -4): 3, (-11, -3): 1, (-9, -2): 2, (-7, -2): 3, (-5, 0): 1, (-3, 0): 1}","{(-17, -6): {2: 1}, (-13, -4): {2: 2}, (-9, -2): {2: 1}}",16,4
257,"[3, -2, -1, -1, 1, 1, 1, 3, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
258,"[3, 2, 2, 1, 1, -3, -3, -2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
